times,counts
0,17
1,13
2,20
3,17
4,15
5,14
6,12
7,18
8,21
9,11
10,14
11,17
12,15
13,10
14,16
15,19
16,24
17,22
18,18
19,22
20,23
21,19
22,27
23,17
24,18
25,27
26,22
27,24
28,30
29,23
30,23
31,25
32,21
33,25
34,22
35,29
36,35
37,32
38,27
39,32
40,33
41,31
42,36
43,39
44,33
45,35
46,30
47,39
48,33
49,43
50,42
51,39
52,37
53,42
54,44
55,44
56,53
57,38
58,36
59,45
60,38
61,43
62,43
63,34
64,32
65,49
66,34
67,39
68,44
69,36
70,44
71,43
72,43
73,41
74,36
75,40
76,38
77,49
78,51
79,48
80,41
81,47
82,55
83,47
84,45
85,40
86,42
87,43
88,50
89,52
90,48
91,34
92,44
93,38
94,50
95,48
96,52
97,47
98,45
99,53
100,45
