times,counts
0,19
1,18
2,15
3,19
4,14
5,24
6,19
7,17
8,11
9,14
10,15
11,15
12,12
13,11
14,15
15,11
16,19
17,15
18,17
19,19
20,21
21,23
22,14
23,15
24,21
25,20
26,15
27,23
28,16
29,19
30,25
31,21
32,16
33,21
34,27
35,16
36,18
37,17
38,14
39,17
40,23
41,17
42,12
43,17
44,10
45,17
46,12
47,14
48,9
49,8
50,9
51,11
52,14
53,6
54,9
55,8
56,4
57,5
58,5
59,7
60,9
61,7
62,7
63,4
64,11
65,4
66,4
67,8
68,5
69,7
70,7
71,7
72,7
73,9
74,2
75,9
76,8
77,1
78,5
79,2
80,5
81,3
82,1
83,1
84,3
85,6
86,2
87,5
88,4
89,1
90,2
91,4
92,3
93,2
95,3
96,1
97,5
98,5
99,1
100,1
