times,counts
-3,3
-2,3
-1,7
0,7
1,8
2,13
3,8
4,11
5,7
6,5
7,11
8,8
9,8
10,16
11,14
12,7
13,23
14,13
15,16
16,15
17,18
18,13
19,12
20,11
21,15
22,12
23,13
24,11
25,11
26,12
27,10
28,13
29,19
30,8
31,17
32,4
33,7
34,9
35,15
36,9
37,11
38,10
39,6
40,14
41,10
42,14
43,16
44,9
45,6
46,10
47,11
48,11
49,10
50,9
51,12
52,10
53,11
54,6
55,16
56,13
57,8
58,18
59,12
60,18
61,12
62,15
63,14
64,13
65,15
66,20
67,5
68,11
69,9
70,6
71,15
72,15
73,8
74,10
75,11
76,11
77,8
78,17
79,17
80,10
81,11
82,13
83,14
84,15
85,11
86,9
87,12
88,5
89,10
90,11
91,11
92,7
93,6
94,5
95,4
96,11
97,6
98,4
99,7
100,2
101,3
103,1
107,1
