times,counts
-4,3
-3,1
-2,4
-1,12
0,8
1,5
2,12
3,18
4,16
5,17
6,18
7,18
8,14
9,19
10,16
11,18
12,21
13,20
14,17
15,23
16,24
17,33
18,27
19,26
20,23
21,33
22,25
23,31
24,34
25,33
26,31
27,25
28,41
29,25
30,51
31,39
32,58
33,37
34,41
35,43
36,40
37,30
38,40
39,43
40,49
41,49
42,42
43,37
44,36
45,53
46,44
47,54
48,55
49,44
50,51
51,48
52,49
53,63
54,44
55,47
56,43
57,61
58,52
59,68
60,57
61,63
62,64
63,59
64,58
65,68
66,63
67,56
68,73
69,65
70,72
71,59
72,67
73,66
74,64
75,57
76,64
77,76
78,60
79,66
80,54
81,68
82,62
83,74
84,61
85,72
86,67
87,61
88,61
89,74
90,80
91,72
92,55
93,68
94,77
95,64
96,89
97,72
98,72
99,61
100,45
101,30
102,14
103,5
104,6
105,4
106,1
107,2
