times,counts
-4,1
-3,2
-2,3
-1,11
0,11
1,21
2,16
3,9
4,26
5,11
6,19
7,21
8,22
9,16
10,21
11,14
12,28
13,20
14,24
15,24
16,28
17,21
18,24
19,21
20,26
21,25
22,25
23,28
24,28
25,27
26,28
27,30
28,25
29,23
30,21
31,19
32,29
33,30
34,41
35,27
36,29
37,49
38,31
39,22
40,25
41,35
42,29
43,23
44,30
45,42
46,27
47,27
48,21
49,25
50,29
51,20
52,25
53,18
54,18
55,20
56,17
57,29
58,12
59,13
60,17
61,13
62,8
63,7
64,12
65,11
66,12
67,12
68,10
69,4
70,12
71,11
72,9
73,8
74,7
75,7
76,8
77,5
78,4
79,4
80,10
81,6
82,5
83,5
84,1
85,6
86,2
87,4
88,1
89,6
90,4
91,6
92,1
95,2
96,3
97,3
100,1
