times,counts
-4,1
-3,3
-2,3
-1,8
0,11
1,14
2,25
3,12
4,22
5,17
6,24
7,29
8,27
9,32
10,17
11,27
12,26
13,27
14,40
15,36
16,38
17,33
18,41
19,42
20,45
21,37
22,42
23,27
24,45
25,36
26,50
27,40
28,37
29,41
30,24
31,29
32,32
33,28
34,34
35,30
36,38
37,40
38,41
39,26
40,38
41,28
42,33
43,44
44,29
45,34
46,49
47,37
48,27
49,38
50,28
51,35
52,26
53,37
54,34
55,33
56,38
57,33
58,30
59,39
60,38
61,36
62,20
63,34
64,37
65,33
66,39
67,28
68,27
69,34
70,30
71,22
72,30
73,29
74,27
75,40
76,34
77,34
78,36
79,26
80,28
81,40
82,31
83,35
84,34
85,36
86,43
87,39
88,39
89,43
90,54
91,48
92,49
93,51
94,35
95,54
96,48
97,48
98,49
99,43
100,23
101,13
102,14
103,7
104,2
105,5
106,2
