times,counts
-3,2
-2,4
-1,9
0,12
1,13
2,21
3,18
4,14
5,12
6,15
7,20
8,21
9,12
10,15
11,14
12,28
13,16
14,17
15,21
16,18
17,23
18,20
19,22
20,21
21,23
22,22
23,21
24,30
25,20
26,22
27,27
28,20
29,24
30,11
31,14
32,29
33,28
34,22
35,18
36,23
37,35
38,26
39,28
40,25
41,21
42,22
43,18
44,25
45,27
46,18
47,27
48,27
49,24
50,18
51,25
52,16
53,21
54,23
55,25
56,18
57,21
58,19
59,15
60,22
61,9
62,24
63,21
64,18
65,25
66,22
67,30
68,25
69,25
70,23
71,34
72,27
73,28
74,22
75,35
76,37
77,39
78,41
79,41
80,50
81,49
82,34
83,41
84,42
85,49
86,34
87,48
88,42
89,34
90,36
91,49
92,30
93,45
94,43
95,48
96,44
97,36
98,37
99,32
100,31
101,23
102,10
103,8
104,3
105,3
106,1
107,2
108,1
110,2
