times,counts
0,12
1,21
2,17
3,17
4,23
5,23
6,19
7,27
8,29
9,44
10,25
11,37
12,36
13,43
14,39
15,44
16,37
17,34
18,45
19,38
20,43
21,47
22,45
23,46
24,44
25,56
26,45
27,48
28,57
29,54
30,57
31,59
32,50
33,57
34,56
35,58
36,53
37,62
38,61
39,64
40,58
41,58
42,54
43,56
44,62
45,63
46,66
47,58
48,64
49,65
50,67
51,66
52,66
53,69
54,62
55,61
56,58
57,70
58,68
59,67
60,61
61,71
62,65
63,67
64,68
65,70
66,75
67,68
68,71
69,80
70,80
71,75
72,72
73,85
74,85
75,84
76,87
77,80
78,78
79,79
80,89
81,88
82,75
83,79
84,80
85,79
86,80
87,82
88,86
89,80
90,89
91,88
92,83
93,88
94,89
95,93
96,89
97,91
98,92
99,89
100,87
