times,counts
0,14
1,13
2,15
3,15
4,12
5,15
6,17
7,13
8,17
9,8
10,10
11,12
12,17
13,12
14,14
15,9
16,18
17,15
18,11
19,10
20,14
21,15
22,25
23,17
24,19
25,20
26,18
27,16
28,10
29,19
30,8
31,12
32,21
33,11
34,17
35,11
36,17
37,12
38,9
39,11
40,15
41,13
42,8
43,9
44,9
45,9
46,4
47,7
48,4
49,5
50,4
51,9
52,13
53,3
54,4
55,6
56,9
57,6
58,7
59,6
60,8
61,7
62,11
63,7
64,6
65,9
66,5
67,10
68,3
69,3
70,4
71,4
72,7
73,6
74,4
75,2
76,6
77,3
78,8
79,6
80,1
81,2
82,6
83,4
84,5
85,3
86,3
87,6
88,4
89,4
90,2
91,2
92,3
93,3
94,1
95,3
96,6
97,5
98,2
99,4
100,7
