times,counts
-3,2
-2,4
-1,9
0,14
1,17
2,15
3,26
4,36
5,26
6,27
7,15
8,29
9,34
10,31
11,39
12,26
13,16
14,24
15,25
16,36
17,32
18,41
19,36
20,38
21,42
22,37
23,31
24,37
25,45
26,52
27,43
28,42
29,44
30,41
31,42
32,49
33,59
34,55
35,48
36,40
37,50
38,55
39,44
40,65
41,42
42,62
43,49
44,46
45,45
46,51
47,40
48,52
49,55
50,40
51,49
52,56
53,55
54,51
55,49
56,40
57,54
58,65
59,53
60,45
61,41
62,54
63,50
64,53
65,50
66,56
67,47
68,58
69,58
70,66
71,57
72,44
73,62
74,60
75,58
76,68
77,57
78,74
79,59
80,62
81,76
82,65
83,75
84,53
85,53
86,72
87,65
88,64
89,59
90,69
91,69
92,66
93,79
94,59
95,64
96,80
97,74
98,56
99,51
100,51
101,24
102,17
103,8
104,2
105,3
106,1
107,1
108,1
