times,counts
0,18
1,21
2,13
3,22
4,17
5,22
6,27
7,22
8,12
9,20
10,19
11,17
12,20
13,16
14,21
15,15
16,20
17,21
18,16
19,21
20,23
21,27
22,22
23,20
24,19
25,24
26,20
27,26
28,25
29,27
30,32
31,32
32,20
33,28
34,28
35,20
36,28
37,21
38,32
39,28
40,25
41,19
42,24
43,20
44,15
45,21
46,15
47,22
48,19
49,22
50,17
51,17
52,22
53,22
54,17
55,28
56,16
57,25
58,19
59,13
60,16
61,18
62,28
63,27
64,15
65,22
66,27
67,27
68,21
69,15
70,20
71,23
72,17
73,14
74,21
75,21
76,34
77,25
78,28
79,18
80,24
81,26
82,18
83,26
84,23
85,25
86,23
87,23
88,23
89,22
90,29
91,17
92,28
93,24
94,26
95,25
96,26
97,29
98,24
99,27
100,18
