times,counts
0,17
1,19
2,20
3,18
4,17
5,22
6,14
7,23
8,15
9,17
10,17
11,21
12,17
13,19
14,25
15,31
16,28
17,24
18,26
19,23
20,20
21,22
22,24
23,27
24,28
25,28
26,23
27,24
28,26
29,25
30,23
31,27
32,26
33,19
34,14
35,30
36,23
37,27
38,18
39,21
40,22
41,17
42,18
43,19
44,29
45,19
46,23
47,14
48,15
49,20
50,19
51,14
52,12
53,10
54,17
55,7
56,19
57,17
58,11
59,15
60,13
61,16
62,13
63,10
64,16
65,8
66,10
67,10
68,5
69,8
70,9
71,6
72,10
73,16
74,5
75,9
76,9
77,6
78,10
79,11
80,4
81,2
82,8
83,6
84,6
85,4
86,4
89,2
90,6
91,1
92,2
93,1
94,1
95,3
97,3
98,3
99,5
100,3
