times,counts
0,12
1,20
2,14
3,22
4,16
5,16
6,15
7,31
8,23
9,20
10,33
11,25
12,33
13,29
14,32
15,34
16,34
17,34
18,22
19,29
20,33
21,36
22,31
23,39
24,40
25,42
26,33
27,37
28,36
29,36
30,35
31,35
32,35
33,50
34,39
35,34
36,41
37,44
38,49
39,45
40,50
41,49
42,53
43,35
44,49
45,43
46,53
47,49
48,48
49,52
50,49
51,65
52,52
53,61
54,63
55,72
56,69
57,72
58,61
59,74
60,73
61,66
62,68
63,74
64,59
65,74
66,75
67,68
68,64
69,73
70,70
71,71
72,73
73,71
74,68
75,69
76,72
77,69
78,66
79,73
80,74
81,75
82,71
83,74
84,68
85,62
86,71
87,76
88,68
89,76
90,77
91,81
92,72
93,69
94,76
95,71
96,77
97,73
98,70
99,77
100,78
