times,counts
-4,2
-2,2
-1,6
0,13
1,13
2,23
3,18
4,18
5,12
6,17
7,22
8,30
9,23
10,21
11,19
12,10
13,17
14,21
15,27
16,21
17,18
18,14
19,30
20,24
21,26
22,22
23,20
24,13
25,18
26,25
27,25
28,24
29,18
30,22
31,22
32,22
33,15
34,22
35,31
36,23
37,17
38,22
39,25
40,22
41,22
42,23
43,30
44,21
45,16
46,27
47,22
48,14
49,15
50,21
51,26
52,17
53,14
54,18
55,19
56,26
57,22
58,16
59,25
60,27
61,18
62,20
63,20
64,14
65,21
66,17
67,17
68,19
69,14
70,28
71,24
72,24
73,23
74,28
75,30
76,26
77,19
78,14
79,18
80,32
81,21
82,20
83,28
84,14
85,18
86,21
87,12
88,23
89,18
90,21
91,15
92,18
93,11
94,23
95,9
96,20
97,20
98,13
99,11
100,14
101,8
102,4
103,1
104,1
105,1
106,1
108,1
