times,counts
0,15
1,11
2,17
3,23
4,13
5,19
6,25
7,15
8,22
9,10
10,19
11,13
12,26
13,21
14,22
15,17
16,15
17,16
18,14
19,22
20,11
21,17
22,18
23,11
24,16
25,18
26,9
27,15
28,19
29,18
30,14
31,7
32,4
33,6
34,15
35,11
36,14
37,11
38,15
39,10
40,11
41,11
42,12
43,16
44,15
45,18
46,15
47,17
48,14
49,13
50,18
51,12
52,17
53,25
54,18
55,9
56,13
57,16
58,9
59,4
60,16
61,21
62,10
63,11
64,10
65,8
66,9
67,12
68,15
69,8
70,16
71,10
72,10
73,7
74,3
75,8
76,5
77,8
78,2
79,1
80,7
81,3
82,3
83,10
84,3
85,10
86,4
87,4
88,8
89,9
90,4
91,8
92,4
93,8
94,5
95,10
96,4
97,7
98,10
99,7
100,6
