times,counts
0,19
1,13
2,19
3,27
4,27
5,22
6,27
7,27
8,35
9,36
10,32
11,26
12,36
13,29
14,36
15,34
16,34
17,43
18,33
19,32
20,20
21,34
22,37
23,33
24,32
25,42
26,36
27,47
28,45
29,57
30,51
31,46
32,46
33,55
34,57
35,60
36,67
37,46
38,50
39,43
40,56
41,45
42,56
43,50
44,60
45,64
46,56
47,59
48,68
49,64
50,67
51,75
52,69
53,57
54,65
55,73
56,60
57,69
58,56
59,62
60,69
61,61
62,62
63,66
64,65
65,65
66,64
67,58
68,55
69,58
70,59
71,54
72,56
73,62
74,62
75,62
76,59
77,70
78,55
79,62
80,70
81,70
82,60
83,62
84,71
85,64
86,70
87,69
88,65
89,63
90,70
91,65
92,65
93,65
94,75
95,84
96,70
97,67
98,76
99,73
100,64
