times,counts
-2,5
-1,11
0,6
1,13
2,19
3,17
4,20
5,16
6,19
7,13
8,16
9,12
10,8
11,6
12,15
13,8
14,7
15,12
16,6
17,7
18,8
19,7
20,8
21,3
22,7
23,6
24,8
25,7
26,5
27,6
28,4
29,7
30,5
31,6
32,8
33,6
34,8
35,3
36,4
37,9
38,6
39,7
41,5
42,5
43,1
44,3
45,4
46,5
48,1
49,5
50,2
51,1
52,1
53,1
54,3
56,2
57,2
58,4
59,4
60,1
61,2
62,3
63,3
64,4
65,4
66,4
67,3
68,2
69,3
70,7
71,3
72,4
73,2
74,1
75,1
76,5
77,2
78,2
79,3
81,3
82,2
83,3
84,2
85,7
86,2
87,7
88,6
89,4
90,5
91,2
92,4
93,4
94,3
95,2
96,4
97,2
98,4
99,1
100,2
105,1
108,1
