times,counts
-3,1
-2,3
-1,4
0,12
1,13
2,17
3,18
4,15
5,16
6,15
7,17
8,21
9,28
10,17
11,28
12,23
13,21
14,21
15,20
16,24
17,29
18,23
19,20
20,30
21,27
22,27
23,24
24,23
25,32
26,29
27,32
28,30
29,24
30,36
31,29
32,47
33,40
34,34
35,35
36,34
37,38
38,38
39,38
40,30
41,39
42,41
43,36
44,49
45,45
46,56
47,49
48,34
49,61
50,53
51,47
52,54
53,51
54,53
55,50
56,51
57,71
58,60
59,56
60,54
61,64
62,52
63,56
64,74
65,62
66,60
67,72
68,76
69,60
70,65
71,58
72,71
73,65
74,51
75,69
76,66
77,56
78,58
79,64
80,75
81,73
82,51
83,76
84,78
85,58
86,47
87,65
88,60
89,66
90,59
91,65
92,75
93,72
94,51
95,64
96,68
97,68
98,62
99,53
100,29
101,20
102,17
103,12
104,6
105,3
106,1
