times,counts
-4,1
-3,2
-2,4
-1,5
0,12
1,11
2,12
3,19
4,12
5,17
6,19
7,12
8,12
9,26
10,20
11,22
12,21
13,21
14,19
15,22
16,18
17,28
18,27
19,32
20,17
21,23
22,19
23,17
24,28
25,28
26,20
27,26
28,23
29,20
30,41
31,25
32,29
33,22
34,34
35,26
36,15
37,29
38,35
39,24
40,26
41,27
42,18
43,27
44,25
45,26
46,29
47,26
48,28
49,27
50,23
51,37
52,20
53,20
54,26
55,15
56,15
57,23
58,24
59,23
60,18
61,23
62,26
63,28
64,22
65,23
66,24
67,24
68,32
69,29
70,30
71,29
72,26
73,30
74,34
75,27
76,25
77,28
78,28
79,33
80,29
81,30
82,32
83,30
84,25
85,21
86,31
87,18
88,21
89,24
90,15
91,28
92,27
93,27
94,27
95,29
96,25
97,24
98,27
99,15
100,14
101,10
102,9
103,8
104,1
105,2
106,2
107,1
110,1
