times,counts
-4,1
-2,4
-1,9
0,11
1,15
2,10
3,12
4,22
5,14
6,12
7,21
8,19
9,20
10,21
11,15
12,21
13,21
14,18
15,9
16,16
17,10
18,15
19,15
20,15
21,16
22,23
23,18
24,13
25,11
26,14
27,11
28,9
29,6
30,13
31,11
32,11
33,7
34,8
35,12
36,7
37,13
38,10
39,12
40,11
41,12
42,10
43,11
44,14
45,19
46,12
47,14
48,8
49,11
50,4
51,11
52,6
53,8
54,7
55,6
56,14
57,6
58,19
59,7
60,3
61,6
62,6
63,2
64,8
65,4
66,7
67,4
68,1
69,1
70,3
71,2
72,1
73,2
74,8
76,3
77,3
78,5
79,4
80,5
81,2
82,1
83,2
84,3
85,2
86,4
87,3
88,3
89,3
90,3
91,4
92,3
93,3
94,10
95,1
96,5
97,1
98,5
99,1
100,3
101,4
105,1
