times,counts
-3,1
-2,6
-1,4
0,9
1,15
2,10
3,14
4,17
5,20
6,20
7,21
8,16
9,13
10,13
11,20
12,10
13,13
14,15
15,22
16,27
17,12
18,23
19,21
20,21
21,13
22,12
23,10
24,20
25,13
26,15
27,20
28,18
29,21
30,16
31,18
32,15
33,21
34,17
35,17
36,24
37,14
38,22
39,28
40,28
41,22
42,14
43,16
44,10
45,10
46,14
47,19
48,13
49,12
50,6
51,18
52,9
53,7
54,11
55,5
56,11
57,15
58,7
59,19
60,8
61,9
62,14
63,6
64,8
65,3
66,7
67,8
68,3
69,7
70,4
71,3
72,4
73,5
74,5
75,2
77,3
78,6
79,4
80,1
81,4
82,3
83,2
84,3
85,5
86,1
87,6
88,4
89,6
90,7
91,6
92,4
93,3
94,7
97,4
99,1
100,1
101,1
105,1
