times,counts
-3,2
-2,6
-1,8
0,16
1,13
2,17
3,17
4,12
5,14
6,17
7,21
8,19
9,17
10,20
11,19
12,27
13,23
14,18
15,21
16,26
17,29
18,15
19,19
20,18
21,16
22,20
23,23
24,12
25,19
26,22
27,18
28,14
29,19
30,13
31,18
32,12
33,19
34,13
35,19
36,18
37,19
38,10
39,13
40,12
41,14
42,18
43,13
44,14
45,11
46,11
47,15
48,9
49,13
50,13
51,11
52,10
53,7
54,21
55,9
56,17
57,16
58,6
59,13
60,11
61,5
62,9
63,13
64,6
65,9
66,11
67,9
68,4
69,8
70,8
71,6
72,7
73,8
74,4
75,8
76,4
77,7
78,1
79,8
80,6
81,4
82,3
83,10
84,3
85,4
86,3
87,10
88,2
89,4
90,6
91,3
92,6
93,8
94,5
95,6
96,5
97,3
98,4
99,2
100,3
102,3
