times,counts
0,14
1,18
2,12
3,19
4,13
5,14
6,13
7,19
8,16
9,22
10,15
11,10
12,8
13,16
14,14
15,13
16,16
17,16
18,17
19,14
20,10
21,14
22,16
23,16
24,19
25,13
26,8
27,12
28,5
29,9
30,14
31,9
32,5
33,10
34,13
35,8
36,6
37,10
38,5
39,8
40,7
41,12
42,13
43,18
44,11
45,17
46,14
47,11
48,11
49,17
50,7
51,7
52,6
53,10
54,10
55,9
56,9
57,7
58,3
59,6
60,3
61,6
62,5
63,6
64,4
65,7
66,1
67,3
68,7
69,4
70,3
71,4
72,5
73,4
74,5
75,5
76,5
77,5
78,6
79,1
80,2
81,6
82,4
83,4
84,4
85,6
86,3
87,7
88,3
89,2
90,1
91,1
92,2
93,5
94,2
95,1
96,1
98,1
99,1
100,1
