times,counts
-3,1
-2,9
-1,12
0,9
1,14
2,21
3,13
4,21
5,19
6,25
7,21
8,22
9,20
10,27
11,21
12,28
13,21
14,19
15,26
16,26
17,40
18,36
19,34
20,33
21,24
22,36
23,29
24,38
25,41
26,37
27,35
28,34
29,37
30,37
31,39
32,39
33,36
34,36
35,34
36,45
37,51
38,51
39,38
40,52
41,45
42,61
43,46
44,48
45,56
46,48
47,42
48,49
49,50
50,63
51,44
52,64
53,40
54,45
55,50
56,55
57,60
58,60
59,56
60,59
61,56
62,52
63,49
64,77
65,62
66,54
67,60
68,43
69,60
70,58
71,47
72,41
73,45
74,66
75,59
76,69
77,62
78,55
79,51
80,45
81,51
82,55
83,46
84,45
85,62
86,56
87,59
88,52
89,56
90,50
91,64
92,46
93,55
94,53
95,60
96,50
97,59
98,48
99,31
100,22
101,22
102,8
103,7
104,5
105,5
106,3
