times,counts
0,20
1,15
2,15
3,9
4,15
5,22
6,22
7,13
8,13
9,24
10,13
11,9
12,15
13,14
14,15
15,15
16,22
17,16
18,16
19,19
20,21
21,16
22,18
23,21
24,21
25,22
26,23
27,15
28,11
29,28
30,23
31,27
32,25
33,14
34,21
35,9
36,15
37,15
38,15
39,12
40,13
41,4
42,9
43,9
44,19
45,16
46,18
47,17
48,12
49,9
50,10
51,12
52,10
53,14
54,13
55,12
56,8
57,13
58,12
59,7
60,6
61,11
62,10
63,10
64,10
65,12
66,7
67,15
68,3
69,12
70,12
71,8
72,11
73,9
74,15
75,7
76,12
77,10
78,12
79,4
80,9
81,6
82,5
83,5
84,7
85,2
86,1
87,7
88,3
89,6
90,8
91,3
92,3
93,1
95,2
96,2
97,3
98,5
99,4
100,2
