times,counts
-4,1
-3,1
-2,2
-1,12
0,10
1,14
2,10
3,21
4,18
5,15
6,19
7,20
8,18
9,21
10,16
11,11
12,18
13,18
14,23
15,10
16,25
17,17
18,22
19,15
20,11
21,22
22,13
23,4
24,19
25,18
26,17
27,10
28,10
29,14
30,11
31,11
32,13
33,11
34,15
35,13
36,10
37,22
38,19
39,17
40,15
41,16
42,17
43,21
44,16
45,15
46,14
47,19
48,18
49,9
50,16
51,14
52,20
53,16
54,12
55,21
56,11
57,11
58,20
59,13
60,16
61,13
62,14
63,13
64,12
65,7
66,5
67,12
68,12
69,15
70,17
71,13
72,16
73,16
74,20
75,10
76,15
77,10
78,13
79,18
80,11
81,15
82,12
83,12
84,15
85,14
86,14
87,6
88,13
89,10
90,15
91,16
92,8
93,8
94,9
95,4
96,11
97,10
98,8
99,4
100,9
101,4
104,1
