times,counts
-4,1
-3,1
-2,4
-1,5
0,15
1,13
2,17
3,21
4,18
5,26
6,28
7,29
8,33
9,20
10,29
11,32
12,25
13,29
14,29
15,26
16,31
17,27
18,33
19,32
20,24
21,27
22,34
23,25
24,23
25,35
26,35
27,40
28,41
29,44
30,31
31,45
32,38
33,58
34,44
35,42
36,51
37,42
38,40
39,54
40,49
41,56
42,57
43,34
44,60
45,54
46,39
47,58
48,47
49,41
50,53
51,63
52,52
53,56
54,52
55,55
56,54
57,48
58,48
59,58
60,65
61,63
62,51
63,55
64,48
65,62
66,71
67,56
68,51
69,51
70,44
71,51
72,61
73,73
74,59
75,72
76,72
77,62
78,71
79,67
80,77
81,63
82,71
83,88
84,68
85,86
86,54
87,68
88,75
89,85
90,66
91,72
92,64
93,59
94,83
95,81
96,71
97,72
98,70
99,44
100,33
101,26
102,16
103,6
104,3
105,3
107,1
108,1
109,1
