times,counts
0,19
1,13
2,20
3,15
4,22
5,18
6,18
7,7
8,11
9,12
10,21
11,20
12,19
13,20
14,24
15,22
16,31
17,19
18,27
19,24
20,29
21,31
22,33
23,34
24,32
25,30
26,28
27,33
28,34
29,36
30,35
31,38
32,45
33,45
34,43
35,43
36,39
37,37
38,47
39,42
40,41
41,48
42,44
43,36
44,50
45,43
46,53
47,44
48,38
49,46
50,56
51,56
52,57
53,54
54,56
55,48
56,51
57,51
58,61
59,54
60,60
61,66
62,65
63,54
64,66
65,63
66,64
67,64
68,70
69,61
70,68
71,61
72,66
73,65
74,61
75,62
76,63
77,67
78,62
79,66
80,62
81,67
82,67
83,67
84,67
85,65
86,71
87,56
88,69
89,69
90,73
91,69
92,70
93,66
94,78
95,77
96,73
97,72
98,77
99,80
100,78
