times,counts
0,27
1,21
2,15
3,11
4,13
5,12
6,15
7,16
8,9
9,9
10,11
11,14
12,13
13,15
14,14
15,24
16,17
17,22
18,13
19,15
20,16
21,13
22,21
23,17
24,19
25,25
26,29
27,35
28,27
29,30
30,40
31,32
32,31
33,32
34,29
35,28
36,25
37,33
38,27
39,37
40,32
41,33
42,26
43,33
44,33
45,27
46,31
47,21
48,27
49,23
50,24
51,16
52,21
53,23
54,24
55,16
56,30
57,32
58,19
59,20
60,21
61,20
62,19
63,28
64,32
65,26
66,22
67,27
68,26
69,29
70,23
71,26
72,30
73,21
74,26
75,23
76,23
77,26
78,25
79,23
80,21
81,21
82,24
83,20
84,37
85,34
86,23
87,37
88,26
89,24
90,24
91,27
92,28
93,28
94,30
95,31
96,28
97,28
98,28
99,37
100,33
