,times,counts,rates
83,-21,0,1.223995337158639e-09
84,-20,0,3.669623316254126e-08
85,-19,0,7.032371361550062e-07
86,-18,0,9.076422440194891e-06
87,-17,0,8.386147115905786e-05
88,-16,0,0.0005964936272873717
89,-15,0,0.0034294051728339507
90,-14,0,0.016348382378504035
91,-13,0,0.06540227980879784
92,-12,0,0.22106787638137104
93,-11,0,0.6346091935051303
94,-10,0,1.5537604973958816
95,-9,0,3.257371768114776
96,-8,0,5.875002108827234
97,-7,0,9.178683357211204
98,-6,0,12.550449265449272
99,-5,0,15.24924725355103
100,-4,0,16.821780207654914
0,-3,1,17.319460112840037
1,-2,3,17.149419995637526
2,-1,10,16.735135945582126
3,0,15,16.28881381541119
4,1,13,15.808842616255541
5,2,13,15.207052829667136
6,3,15,14.442068587008603
7,4,15,13.590458066169603
8,5,11,12.82683272674396
9,6,17,12.32877841578452
10,7,20,12.169482551340542
11,8,14,12.265758720467824
12,9,15,12.410912022236804
13,10,20,12.372869024246166
14,11,8,12.003844551689
15,12,13,11.302784600687358
16,13,11,10.39534167919728
17,14,11,9.442609209910705
18,15,13,8.545838927141652
19,16,16,7.725606334199522
20,17,15,6.9781676653310925
21,18,11,6.325604099990231
22,19,5,5.798787062836313
23,20,10,5.393232663549433
24,21,14,5.071607479376789
25,22,11,4.813053240786886
26,23,3,4.642632125491897
27,24,6,4.602644536121914
28,25,7,4.698755885373535
29,26,9,4.87151140467924
30,27,5,5.007746150946009
31,28,5,4.982792416673873
32,29,5,4.7214984195203655
33,30,5,4.247622896954729
34,31,2,3.678575336645397
35,32,5,3.1609075109636446
36,33,6,2.7971208265276744
37,34,6,2.612956826172781
38,35,6,2.5651790107530643
39,36,4,2.567521468523089
40,37,4,2.5289738457246247
41,38,3,2.3979307436236654
42,39,4,2.1830471866401253
101,40,0,1.9302853275754879
43,41,3,1.6792724733948474
44,42,4,1.441815331488774
45,43,4,1.215829058897926
46,44,3,1.0106285633006427
102,45,0,0.8558029909932797
47,46,2,0.7885338759277789
48,47,3,0.8312339449893318
49,48,1,0.9714366523999496
50,49,2,1.1554756021851846
51,50,3,1.3091388423647357
103,51,0,1.3806917298103067
104,52,0,1.374372900610573
105,53,0,1.347334890599317
52,54,2,1.3764839550112706
53,55,1,1.5176507923138962
54,56,1,1.7722542691909384
55,57,3,2.0758467554109097
56,58,1,2.3218394133024005
57,59,1,2.4101825714599343
106,60,0,2.290510259604205
58,61,2,1.9799245564710006
59,62,1,1.5531368881234715
60,63,2,1.1094222413212829
61,64,3,0.7311388558201787
62,65,1,0.4573873514453428
63,66,3,0.28599709427912046
64,67,3,0.19517375696579697
65,68,2,0.1650340172798991
66,69,1,0.186950463410071
107,70,0,0.2611783537608157
67,71,2,0.38640492190013787
108,72,0,0.5451364463647609
109,73,0,0.696655970819955
68,74,1,0.7930369604165579
110,75,0,0.8148333293521779
111,76,0,0.7959585891149116
112,77,0,0.8094946477923279
113,78,0,0.9205994802356439
69,79,2,1.1417624361544552
70,80,1,1.4242572654568186
71,81,1,1.6908253894245344
114,82,0,1.8778759005329626
115,83,0,1.9501045549532778
116,84,0,1.8907906659618126
72,85,3,1.6999437631194412
73,86,1,1.4058304707853888
74,87,1,1.0642837986910818
117,88,0,0.7368388104031339
75,89,4,0.4675221378325194
76,90,2,0.27463224056497126
77,91,1,0.15573571092604485
118,92,0,0.09823369538330633
78,93,3,0.08969465209224874
79,94,2,0.12263931441878975
119,95,0,0.18965895083989032
120,96,0,0.27179526885861527
80,97,1,0.3340166787701824
121,98,0,0.34082209494445
122,99,0,0.2831305831493926
123,100,0,0.18805916997075256
124,101,0,0.0977353552764308
125,102,0,0.03858932336562652
126,103,0,0.01108534928379001
81,104,2,0.0021629989803648264
127,105,0,0.0002536875119796241
128,106,0,1.3698436802809373e-05
129,107,0,1.2486711287291297e-07
