times,counts
-3,2
-2,6
-1,10
0,7
1,17
2,17
3,18
4,19
5,16
6,20
7,17
8,19
9,14
10,15
11,8
12,15
13,12
14,13
15,17
16,18
17,10
18,13
19,12
20,15
21,20
22,12
23,12
24,14
25,13
26,17
27,11
28,16
29,21
30,17
31,16
32,13
33,25
34,10
35,16
36,22
37,18
38,13
39,19
40,21
41,18
42,17
43,12
44,16
45,15
46,12
47,14
48,10
49,11
50,9
51,10
52,9
53,12
54,6
55,12
56,6
57,5
58,8
59,6
60,7
61,5
62,7
63,7
64,10
65,8
66,7
67,4
68,6
69,12
70,2
71,5
72,2
73,10
74,5
75,2
76,2
77,5
78,2
79,4
80,5
81,5
82,4
83,3
84,5
85,3
86,4
87,2
88,1
89,3
90,2
91,1
92,2
93,1
94,2
95,1
96,3
97,4
98,2
99,1
100,2
102,1
