times,counts
-4,2
-3,2
-2,6
-1,12
0,7
1,17
2,12
3,9
4,16
5,21
6,19
7,19
8,15
9,33
10,29
11,23
12,29
13,35
14,32
15,28
16,30
17,31
18,33
19,35
20,33
21,32
22,46
23,40
24,48
25,40
26,50
27,43
28,48
29,26
30,45
31,40
32,37
33,34
34,36
35,37
36,51
37,55
38,54
39,48
40,60
41,68
42,62
43,65
44,52
45,45
46,51
47,70
48,65
49,57
50,55
51,60
52,70
53,54
54,75
55,70
56,72
57,63
58,81
59,60
60,78
61,54
62,71
63,66
64,69
65,66
66,62
67,57
68,70
69,62
70,70
71,71
72,84
73,78
74,75
75,82
76,80
77,83
78,67
79,70
80,81
81,68
82,74
83,89
84,76
85,84
86,80
87,73
88,79
89,81
90,68
91,81
92,82
93,70
94,88
95,87
96,82
97,74
98,69
99,64
100,51
101,29
102,22
103,11
104,4
105,2
106,2
