times,counts
-3,1
-2,6
-1,6
0,8
1,11
2,15
3,21
4,15
5,27
6,15
7,22
8,8
9,16
10,14
11,21
12,21
13,18
14,16
15,17
16,18
17,21
18,14
19,19
20,20
21,24
22,21
23,21
24,17
25,16
26,23
27,21
28,23
29,21
30,12
31,19
32,17
33,12
34,10
35,11
36,10
37,11
38,7
39,12
40,11
41,6
42,13
43,14
44,16
45,9
46,8
47,13
48,9
49,12
50,12
51,15
52,6
53,6
54,8
55,13
56,16
57,17
58,15
59,10
60,10
61,13
62,21
63,12
64,22
65,11
66,9
67,9
68,15
69,11
70,9
71,11
72,9
73,13
74,8
75,3
76,14
77,7
78,10
79,13
80,5
81,9
82,8
83,8
84,15
85,6
86,7
87,5
88,11
89,5
90,8
91,6
92,7
93,6
94,4
95,4
96,6
97,3
98,2
99,2
101,1
105,1
