times,counts
-3,2
-2,3
-1,5
0,11
1,16
2,14
3,12
4,15
5,17
6,17
7,20
8,17
9,11
10,17
11,5
12,18
13,13
14,11
15,15
16,11
17,13
18,13
19,9
20,12
21,11
22,15
23,12
24,13
25,6
26,4
27,8
28,13
29,19
30,15
31,13
32,16
33,16
34,19
35,20
36,19
37,15
38,18
39,11
40,18
41,11
42,12
43,8
44,16
45,11
46,13
47,16
48,21
49,19
50,15
51,14
52,11
53,8
54,9
55,9
56,15
57,7
58,12
59,7
60,9
61,7
62,11
63,16
64,13
65,12
66,14
67,16
68,15
69,11
70,9
71,8
72,13
73,8
74,11
75,16
76,7
77,11
78,12
79,4
80,11
81,7
82,5
83,8
84,10
85,9
86,9
87,14
88,11
89,13
90,11
91,12
92,10
93,20
94,15
95,15
96,13
97,15
98,10
99,12
100,4
101,9
102,1
103,3
104,1
