times,counts
-3,1
-2,9
-1,8
0,7
1,15
2,12
3,14
4,24
5,24
6,16
7,21
8,20
9,19
10,22
11,31
12,18
13,26
14,23
15,31
16,26
17,31
18,31
19,29
20,31
21,21
22,32
23,39
24,32
25,26
26,36
27,43
28,42
29,41
30,45
31,35
32,29
33,41
34,39
35,42
36,47
37,42
38,39
39,44
40,45
41,44
42,43
43,42
44,51
45,44
46,42
47,35
48,39
49,41
50,47
51,45
52,44
53,28
54,32
55,50
56,36
57,41
58,25
59,39
60,35
61,35
62,39
63,31
64,27
65,33
66,27
67,30
68,30
69,30
70,28
71,29
72,25
73,27
74,27
75,27
76,30
77,27
78,23
79,46
80,30
81,28
82,32
83,23
84,34
85,27
86,27
87,20
88,32
89,32
90,38
91,40
92,29
93,30
94,36
95,24
96,34
97,35
98,31
99,30
100,16
101,15
102,12
103,7
104,1
106,2
107,1
