times,counts
-4,1
-3,6
-2,2
-1,5
0,7
1,13
2,20
3,22
4,15
5,24
6,16
7,13
8,22
9,16
10,15
11,18
12,20
13,14
14,24
15,21
16,17
17,20
18,16
19,20
20,17
21,21
22,20
23,23
24,16
25,19
26,16
27,17
28,20
29,14
30,24
31,17
32,11
33,18
34,29
35,25
36,17
37,13
38,15
39,17
40,21
41,9
42,14
43,18
44,8
45,13
46,20
47,15
48,18
49,12
50,17
51,28
52,13
53,17
54,13
55,13
56,10
57,13
58,19
59,19
60,21
61,12
62,9
63,10
64,15
65,17
66,9
67,19
68,12
69,9
70,11
71,14
72,7
73,8
74,10
75,7
76,10
77,8
78,8
79,5
80,5
81,3
82,2
83,4
84,1
85,2
86,3
87,3
88,2
89,1
90,2
91,1
92,2
93,1
95,1
98,1
104,1
