times,counts
0,17
1,14
2,17
3,14
4,15
5,11
6,11
7,12
8,6
9,10
10,7
11,13
12,9
13,8
14,4
15,7
16,10
17,4
18,6
19,6
20,9
21,8
22,11
23,6
24,9
25,10
26,14
27,14
28,12
29,17
30,10
31,9
32,16
33,10
34,16
35,15
36,6
37,10
38,10
39,5
40,11
41,8
42,8
43,6
44,9
45,15
46,7
47,4
48,9
49,10
50,8
51,11
52,7
53,8
54,7
55,9
56,7
57,10
58,8
59,6
60,6
61,3
62,8
63,11
64,7
65,5
66,13
67,9
68,4
69,2
70,6
71,5
72,5
73,4
74,3
75,5
76,3
77,5
78,4
79,3
80,2
81,2
82,3
83,3
84,6
85,2
86,1
87,1
88,3
89,1
90,2
91,3
94,4
95,2
96,1
97,3
98,3
99,2
100,1
