times,counts
-3,1
-2,5
-1,5
0,11
1,9
2,20
3,19
4,20
5,11
6,15
7,9
8,21
9,13
10,17
11,15
12,17
13,17
14,13
15,17
16,17
17,16
18,18
19,12
20,14
21,14
22,19
23,10
24,19
25,17
26,19
27,19
28,19
29,19
30,15
31,20
32,19
33,21
34,19
35,20
36,16
37,10
38,19
39,16
40,15
41,16
42,18
43,14
44,8
45,17
46,16
47,17
48,18
49,20
50,9
51,9
52,14
53,14
54,16
55,15
56,13
57,13
58,19
59,10
60,17
61,11
62,9
63,12
64,8
65,21
66,7
67,13
68,17
69,13
70,19
71,11
72,11
73,10
74,12
75,8
76,12
77,9
78,6
79,13
80,7
81,7
82,9
83,6
84,8
85,9
86,1
87,8
88,5
89,2
91,2
92,1
94,1
96,1
97,1
98,1
