times,counts
-4,1
-3,3
-2,6
-1,14
0,12
1,16
2,14
3,24
4,14
5,22
6,19
7,24
8,27
9,20
10,29
11,26
12,17
13,26
14,19
15,22
16,28
17,26
18,24
19,23
20,16
21,21
22,14
23,16
24,20
25,12
26,18
27,19
28,13
29,15
30,12
31,14
32,15
33,14
34,16
35,18
36,23
37,22
38,16
39,19
40,19
41,15
42,21
43,25
44,22
45,20
46,26
47,28
48,21
49,27
50,25
51,18
52,33
53,22
54,22
55,18
56,26
57,26
58,22
59,23
60,19
61,30
62,19
63,28
64,25
65,27
66,21
67,21
68,24
69,32
70,26
71,38
72,38
73,37
74,28
75,34
76,37
77,39
78,48
79,28
80,44
81,39
82,57
83,53
84,48
85,39
86,35
87,43
88,43
89,44
90,44
91,51
92,44
93,37
94,46
95,42
96,40
97,43
98,38
99,41
100,32
101,19
102,13
103,7
104,3
105,2
