times,counts
-2,4
-1,10
0,8
1,17
2,16
3,11
4,16
5,14
6,18
7,14
8,12
9,18
10,13
11,15
12,10
13,23
14,20
15,19
16,19
17,22
18,14
19,19
20,20
21,17
22,10
23,17
24,19
25,25
26,24
27,24
28,28
29,23
30,22
31,28
32,32
33,30
34,20
35,25
36,17
37,38
38,32
39,27
40,34
41,37
42,37
43,26
44,37
45,34
46,38
47,33
48,34
49,38
50,30
51,42
52,46
53,45
54,46
55,39
56,37
57,44
58,43
59,52
60,37
61,39
62,43
63,41
64,39
65,42
66,45
67,49
68,48
69,41
70,41
71,51
72,44
73,31
74,45
75,35
76,49
77,39
78,45
79,50
80,51
81,41
82,68
83,45
84,53
85,44
86,40
87,53
88,32
89,45
90,54
91,34
92,35
93,41
94,34
95,43
96,38
97,45
98,38
99,26
100,23
101,10
102,10
103,2
104,3
105,2
106,3
107,1
