times,counts
-3,2
-2,7
-1,6
0,14
1,7
2,13
3,13
4,12
5,9
6,11
7,16
8,9
9,16
10,16
11,16
12,13
13,14
14,12
15,15
16,14
17,29
18,20
19,17
20,14
21,14
22,13
23,21
24,22
25,16
26,16
27,12
28,21
29,25
30,23
31,10
32,25
33,20
34,21
35,21
36,16
37,17
38,22
39,26
40,19
41,23
42,29
43,33
44,25
45,30
46,26
47,28
48,25
49,34
50,37
51,27
52,28
53,19
54,32
55,25
56,30
57,46
58,29
59,32
60,41
61,23
62,30
63,22
64,29
65,28
66,32
67,36
68,33
69,45
70,39
71,37
72,31
73,39
74,43
75,29
76,37
77,32
78,31
79,28
80,41
81,42
82,43
83,35
84,26
85,49
86,36
87,41
88,36
89,32
90,47
91,47
92,48
93,48
94,41
95,31
96,43
97,38
98,34
99,27
100,16
101,8
102,9
103,2
104,2
105,2
106,3
109,1
