times,counts
-3,1
-2,3
-1,4
0,11
1,17
2,9
3,13
4,14
5,14
6,12
7,13
8,8
9,14
10,27
11,20
12,26
13,17
14,13
15,19
16,11
17,27
18,15
19,15
20,19
21,22
22,16
23,11
24,23
25,18
26,14
27,24
28,18
29,13
30,19
31,12
32,22
33,18
34,22
35,29
36,16
37,19
38,23
39,24
40,22
41,23
42,20
43,17
44,35
45,19
46,20
47,15
48,23
49,26
50,22
51,22
52,29
53,28
54,31
55,19
56,32
57,22
58,19
59,26
60,25
61,17
62,25
63,21
64,14
65,19
66,20
67,15
68,24
69,11
70,15
71,17
72,15
73,15
74,8
75,9
76,12
77,16
78,13
79,15
80,15
81,13
82,13
83,8
84,7
85,9
86,3
87,7
88,14
89,9
90,5
91,6
92,14
93,12
94,6
95,13
96,16
97,13
98,8
99,11
100,7
101,7
102,6
103,2
104,1
