times,counts
0,16
1,14
2,20
3,16
4,20
5,25
6,25
7,18
8,25
9,24
10,25
11,26
12,20
13,23
14,30
15,27
16,35
17,28
18,25
19,30
20,26
21,24
22,32
23,38
24,31
25,24
26,27
27,32
28,27
29,16
30,15
31,22
32,30
33,30
34,20
35,20
36,24
37,21
38,20
39,29
40,20
41,19
42,14
43,27
44,16
45,15
46,19
47,19
48,15
49,11
50,14
51,12
52,11
53,12
54,7
55,13
56,16
57,10
58,7
59,5
60,13
61,13
62,11
63,7
64,9
65,13
66,11
67,5
68,9
69,4
70,6
71,2
72,5
73,4
74,4
75,9
76,8
77,12
78,11
79,5
80,4
81,5
82,2
83,10
84,1
85,7
86,3
87,3
88,5
89,2
90,2
91,3
92,5
93,2
94,3
95,2
96,1
97,1
98,2
99,2
100,4
