times,counts
0,15
1,16
2,16
3,21
4,22
5,19
6,18
7,16
8,20
9,24
10,17
11,23
12,21
13,20
14,16
15,26
16,29
17,20
18,16
19,14
20,19
21,25
22,15
23,27
24,17
25,20
26,27
27,28
28,26
29,32
30,31
31,20
32,23
33,29
34,27
35,24
36,25
37,25
38,26
39,31
40,32
41,33
42,21
43,20
44,22
45,39
46,30
47,32
48,32
49,34
50,29
51,40
52,43
53,33
54,35
55,34
56,31
57,43
58,43
59,30
60,30
61,43
62,40
63,32
64,43
65,37
66,42
67,34
68,39
69,39
70,31
71,44
72,37
73,40
74,34
75,36
76,33
77,34
78,34
79,39
80,29
81,33
82,33
83,36
84,25
85,31
86,28
87,29
88,33
89,38
90,28
91,39
92,38
93,42
94,36
95,43
96,31
97,35
98,36
99,37
100,40
