times,counts
0,19
1,18
2,15
3,20
4,18
5,20
6,24
7,23
8,20
9,22
10,20
11,17
12,22
13,20
14,17
15,21
16,22
17,23
18,29
19,24
20,22
21,26
22,20
23,21
24,22
25,25
26,19
27,23
28,28
29,17
30,22
31,32
32,26
33,17
34,22
35,26
36,23
37,27
38,25
39,26
40,20
41,31
42,19
43,27
44,26
45,18
46,24
47,19
48,22
49,26
50,23
51,20
52,15
53,22
54,17
55,23
56,33
57,20
58,19
59,17
60,18
61,12
62,14
63,23
64,14
65,18
66,11
67,11
68,16
69,11
70,15
71,10
72,16
73,17
74,23
75,23
76,14
77,11
78,17
79,15
80,14
81,11
82,9
83,14
84,11
85,12
86,12
87,16
88,8
89,15
90,14
91,15
92,13
93,7
94,18
95,20
96,16
97,14
98,16
99,20
100,11
