times,counts
0,8
1,18
2,20
3,22
4,22
5,21
6,18
7,23
8,18
9,25
10,22
11,29
12,22
13,27
14,28
15,17
16,22
17,27
18,29
19,29
20,22
21,31
22,39
23,29
24,26
25,29
26,28
27,30
28,27
29,33
30,29
31,30
32,32
33,27
34,33
35,30
36,26
37,25
38,34
39,29
40,31
41,30
42,32
43,29
44,25
45,32
46,22
47,40
48,34
49,36
50,39
51,31
52,30
53,37
54,43
55,37
56,36
57,32
58,35
59,44
60,41
61,44
62,43
63,36
64,38
65,36
66,32
67,51
68,34
69,47
70,33
71,42
72,39
73,38
74,47
75,40
76,42
77,41
78,41
79,48
80,46
81,41
82,43
83,46
84,41
85,51
86,44
87,53
88,42
89,44
90,45
91,39
92,46
93,40
94,42
95,44
96,51
97,47
98,42
99,43
100,48
