,times,counts,rates
66,-21,0,1.4169925565478876e-08
67,-20,0,2.7646813313121307e-07
68,-19,0,3.2567815324853675e-06
69,-18,0,2.9941624564625353e-05
70,-17,0,0.00022087567666731651
71,-16,0,0.001322483126080022
72,-15,0,0.006552516728945243
73,-14,0,0.027282726826510194
74,-13,0,0.0962685713839748
75,-12,0,0.28924676123323345
76,-11,0,0.7433421863232083
77,-10,0,1.6435495283154655
78,-9,0,3.151184682803682
79,-8,0,5.2942036605916
80,-7,0,7.898734025255103
81,-6,0,10.631991794621703
82,-5,0,13.132637107545936
83,-4,0,15.134760399637683
0,-3,4,16.519023683103846
1,-2,4,17.28652474671767
2,-1,4,17.49557227700594
3,0,14,17.22053383257571
4,1,10,16.54850131913195
5,2,9,15.574221015709753
6,3,15,14.390258421797126
7,4,19,13.116045354398121
8,5,15,11.946839386203555
9,6,14,11.14324541642118
10,7,15,10.940466504767308
11,8,18,11.434347950653967
12,9,14,12.507138136293143
13,10,22,13.834585407279004
14,11,10,14.991276833129868
15,12,11,15.61703055731906
16,13,8,15.548804751319828
17,14,12,14.832005086210646
18,15,9,13.625906470849339
19,16,16,12.109732765344104
20,17,20,10.457858083293116
21,18,11,8.845779776393298
22,19,11,7.431342120727863
23,20,19,6.3215999127463345
24,21,15,5.559167417079553
25,22,12,5.126001947379303
26,23,10,4.947332621773399
27,24,12,4.902555635938656
28,25,10,4.8609590504471845
29,26,8,4.733484254430056
30,27,4,4.50267109733497
31,28,4,4.206087891819407
32,29,8,3.8937495686909007
33,30,4,3.5997062466708134
34,31,8,3.3410332285549575
35,32,4,3.1256952075679263
36,33,4,2.951765661373668
37,34,5,2.802666724340698
38,35,4,2.6530345590333257
39,36,5,2.487483848328205
40,37,2,2.31846096898892
41,38,3,2.1881292638297456
42,39,4,2.1514760048699553
43,40,3,2.247485882712418
44,41,2,2.467168391485365
45,42,4,2.734268702562178
46,43,3,2.922833312394216
47,44,3,2.9181987699003784
48,45,1,2.6854583414445825
49,46,1,2.2901974105266976
50,47,2,1.8540812208691493
51,48,2,1.486626920982673
52,49,5,1.247024883420317
53,50,4,1.1457431301931869
54,51,2,1.1551606373965466
55,52,1,1.211030560260634
56,53,4,1.224471374222793
57,54,2,1.1237556014434906
58,55,1,0.9011846165888683
84,56,0,0.6177500581593857
85,57,0,0.35704515865882014
59,58,2,0.17210532073564713
60,59,2,0.06832500564469138
61,60,2,0.021932100095748842
62,61,1,0.005528230649218392
63,62,1,0.0010440373714450408
64,63,1,0.00013680890475002485
86,64,0,1.0858412908205464e-05
87,65,0,3.911517641425016e-07
88,66,0,2.344141721026382e-09
