,times,counts,rates
61,-21,0,1.25626260853795e-08
62,-20,0,3.339588499388737e-07
63,-19,0,4.334211298059679e-06
64,-18,0,3.9680515693911334e-05
65,-17,0,0.00028575911615246906
66,-16,0,0.0016846083942900375
67,-15,0,0.00829166689464981
68,-14,0,0.034313691439086254
69,-13,0,0.11982045056022242
70,-12,0,0.3546124487894724
71,-11,0,0.8941815664395802
72,-10,0,1.9325096435319318
73,-9,0,3.606129828674759
74,-8,0,5.868600750922707
75,-7,0,8.442724169664947
76,-6,0,10.918880921778317
77,-5,0,12.92471024657423
78,-4,0,14.226475485555987
0,-3,3,14.737337677208108
1,-2,9,14.520372628892709
2,-1,4,13.80544287020651
3,0,8,12.932623946158582
4,1,10,12.200384029348205
5,2,12,11.736367110922659
6,3,22,11.502218155031292
7,4,8,11.40675034997942
8,5,15,11.414190939150515
9,6,9,11.569907099390877
10,7,12,11.951048410595007
11,8,12,12.595167597424348
12,9,16,13.447269474679869
13,10,10,14.341319138669814
14,11,11,15.030813815740206
15,12,16,15.270527169137397
16,13,7,14.906547680451506
17,14,13,13.916949001159411
18,15,9,12.398982302491666
19,16,19,10.543971676553427
20,17,13,8.613298045031089
21,18,14,6.891974545612264
22,19,12,5.621027688227965
23,20,16,4.948389963659989
24,21,15,4.920418607428058
25,22,14,5.4886258732538105
26,23,8,6.49957629464164
27,24,13,7.680194532343827
28,25,2,8.670770529125992
29,26,9,9.138104856208674
30,27,2,8.921860392882259
31,28,6,8.10768600423267
32,29,5,6.965504623894089
33,30,6,5.8050764093940765
34,31,12,4.855500867068143
35,32,7,4.223648048786785
36,33,12,3.9120583179802315
37,34,7,3.854520006825697
38,35,7,3.9446393990913795
39,36,7,4.055362201914296
40,37,4,4.06198308818414
41,38,5,3.8769426542492327
42,39,5,3.4842772713175654
43,40,3,2.9473546226289358
44,41,4,2.3742434255081366
45,42,3,1.8601305589563948
46,43,7,1.4511944279518396
47,44,4,1.1501019502134462
48,45,4,0.9389051540060546
49,46,2,0.7927999007774102
50,47,4,0.6864394403464881
51,48,2,0.6004424049611602
52,49,1,0.5237693504929355
53,50,2,0.44973275274130814
54,51,1,0.37267208280637565
55,52,1,0.29002053280631074
56,53,2,0.20589622455060805
79,54,0,0.13000176445101344
80,55,0,0.07148938380093503
57,56,1,0.03355448534638596
58,57,1,0.01310202584514988
81,58,0,0.004100225683035847
82,59,0,0.0009734370225952187
59,60,1,0.00016144327084161646
83,61,0,1.6311673594069476e-05
84,62,0,7.557481781392263e-07
85,63,0,5.767568954401874e-09
