times,counts
0,10
1,19
2,17
3,22
4,23
5,23
6,24
7,24
8,26
9,22
10,20
11,26
12,29
13,19
14,15
15,18
16,24
17,15
18,19
19,16
20,22
21,16
22,16
23,18
24,10
25,17
26,18
27,17
28,21
29,8
30,17
31,15
32,16
33,20
34,21
35,17
36,18
37,25
38,21
39,10
40,16
41,23
42,17
43,17
44,14
45,16
46,15
47,18
48,17
49,18
50,17
51,13
52,10
53,13
54,14
55,9
56,13
57,15
58,15
59,11
60,16
61,13
62,13
63,11
64,13
65,9
66,11
67,3
68,7
69,10
70,9
71,6
72,5
74,7
75,4
76,3
77,1
78,4
79,3
80,1
81,3
82,4
83,1
84,2
85,1
87,2
88,2
89,3
91,1
92,1
96,3
