,times,counts,rates
112,-21,0,2.3148094364000134e-09
113,-20,0,5.3604926486860515e-08
114,-19,0,7.641579994404331e-07
115,-18,0,8.219594769072232e-06
116,-17,0,7.012028531556435e-05
117,-16,0,0.00048612599232581615
118,-15,0,0.0027698528817954615
119,-14,0,0.013109037322169769
120,-13,0,0.05214499063465603
121,-12,0,0.17606245052749936
122,-11,0,0.5081826962110964
123,-10,0,1.2610816004882492
124,-9,0,2.7061303174308553
125,-8,0,5.055312730676816
126,-7,0,8.285781274733031
127,-6,0,12.02138194600825
128,-5,0,15.597912364395755
129,-4,0,18.337543859200718
0,-3,2,19.896414268830075
1,-2,3,20.45049241575846
2,-1,5,20.568947625596547
3,0,10,20.864011375182397
4,1,16,21.6761891334212
5,2,22,22.978593752994996
6,3,16,24.477611033519906
7,4,14,25.78731871520783
8,5,19,26.60085380090695
9,6,19,26.81952795805676
10,7,18,26.573824190084036
11,8,21,26.09636771658943
12,9,22,25.529811754075187
13,10,32,24.832003064848127
14,11,24,23.860477810123555
15,12,30,22.55538225145638
16,13,20,21.059106558809933
17,14,25,19.677218453991724
18,15,20,18.72058323520947
19,16,32,18.35164431239952
20,17,25,18.536374959587988
21,18,28,19.11609354117092
22,19,22,19.934809777043704
23,20,17,20.930482917274183
24,21,18,22.126920290273205
25,22,16,23.546556737016036
26,23,26,25.143365684395494
27,24,18,26.819378851731134
28,25,22,28.472657843523795
29,26,15,30.003268829922966
30,27,24,31.299012277807268
31,28,24,32.26748127529654
32,29,21,32.907471968762806
33,30,29,33.33930533362682
34,31,22,33.744102205656404
35,32,26,34.25940195867099
36,33,40,34.91584192665029
37,34,28,35.63384844008503
38,35,25,36.261256778319364
39,36,42,36.66586931497185
40,37,30,36.852916780354995
41,38,30,36.99289622831881
42,39,29,37.322886798228716
43,40,40,38.03331692223174
44,41,43,39.22852697444728
45,42,29,40.91725224456519
46,43,40,42.97446902309857
47,44,34,45.117489655427896
48,45,39,46.97607030103232
49,46,41,48.24674877150906
50,47,33,48.83749671645157
51,48,34,48.92676949328835
52,49,50,48.90214172263756
53,50,37,49.166045913188235
54,51,45,49.8906817294448
55,52,55,50.91019409634896
56,53,52,51.849105237886555
57,54,43,52.36670363482835
58,55,42,52.33727237206533
59,56,50,51.9105833350312
60,57,48,51.469235495799516
61,58,54,51.46165978317544
62,59,41,52.1306291288143
63,60,58,53.32325672120933
64,61,67,54.59037172681732
65,62,49,55.505729057056385
66,63,42,55.892015564297324
67,64,40,55.79081821285017
68,65,62,55.334576437779944
69,66,56,54.71220193102125
70,67,52,54.19413475722586
71,68,54,54.078760848135
72,69,51,54.54879863285144
73,70,63,55.55995578421631
74,71,55,56.85765379298796
75,72,58,58.097734172839914
76,73,45,58.99168024876367
77,74,63,59.420205209440354
78,75,46,59.467320461448615
79,76,57,59.34476342576353
80,77,50,59.25914831027767
81,78,68,59.32818439114304
82,79,59,59.588304710532256
83,80,56,60.0268665233757
84,81,58,60.56114157148225
85,82,58,61.00515365316006
86,83,58,61.149200675058864
87,84,69,60.957452863560086
88,85,50,60.689379631980344
89,86,54,60.753327618985864
90,87,64,61.32405599501413
91,88,56,61.97494739445995
92,89,79,61.628898720416814
93,90,63,58.96513349776835
94,91,54,53.112797915079796
95,92,55,44.23474940786276
96,93,54,33.60607032680745
97,94,50,23.074055097214725
98,95,61,14.235814715781549
99,96,66,7.872483010584995
100,97,64,3.9085710416203794
101,98,50,1.7548501549130244
102,99,55,0.7215542102112519
103,100,42,0.2753965041828477
104,101,19,0.09814647632853565
105,102,13,0.03240064978083241
106,103,6,0.009705696770248705
107,104,2,0.002567227391263301
108,105,5,0.0005820652954536607
109,106,2,0.0001094543597292609
130,107,0,1.6330168625027066e-05
110,108,1,1.7910794401083553e-06
131,109,0,1.243981507087912e-07
132,110,0,3.948372297832651e-09
133,111,0,1.9396552039706597e-11
