times,counts
0,15
1,20
2,24
3,24
4,14
5,19
6,23
7,20
8,19
9,27
10,17
11,26
12,26
13,21
14,23
15,22
16,20
17,29
18,33
19,27
20,26
21,28
22,29
23,25
24,14
25,27
26,23
27,24
28,21
29,26
30,31
31,23
32,34
33,27
34,29
35,24
36,24
37,24
38,23
39,26
40,27
41,24
42,24
43,29
44,32
45,29
46,21
47,34
48,34
49,24
50,26
51,20
52,43
53,33
54,39
55,40
56,31
57,42
58,46
59,40
60,40
61,38
62,46
63,46
64,40
65,48
66,53
67,47
68,49
69,58
70,58
71,57
72,65
73,56
74,51
75,67
76,57
77,62
78,60
79,65
80,65
81,71
82,71
83,60
84,63
85,72
86,66
87,59
88,59
89,63
90,61
91,73
92,62
93,63
94,66
95,63
96,66
97,62
98,66
99,67
100,58
