times,counts
0,21
1,13
2,12
3,13
4,20
5,25
6,23
7,22
8,29
9,24
10,19
11,17
12,26
13,22
14,24
15,27
16,30
17,27
18,29
19,29
20,30
21,32
22,32
23,33
24,30
25,38
26,34
27,40
28,43
29,41
30,35
31,38
32,30
33,41
34,38
35,40
36,41
37,43
38,44
39,52
40,40
41,43
42,45
43,50
44,44
45,40
46,51
47,36
48,43
49,43
50,42
51,46
52,35
53,41
54,36
55,37
56,31
57,31
58,35
59,34
60,34
61,36
62,28
63,36
64,44
65,25
66,27
67,30
68,33
69,27
70,27
71,27
72,28
73,33
74,30
75,23
76,28
77,25
78,31
79,27
80,31
81,26
82,28
83,38
84,31
85,25
86,31
87,37
88,37
89,31
90,34
91,24
92,34
93,34
94,32
95,36
96,32
97,35
98,31
99,33
100,40
