,times,counts,rates
90,-21,0,2.4390187302421952e-09
91,-20,0,5.677761488934983e-08
92,-19,0,9.039014214987324e-07
93,-18,0,1.0225483144821076e-05
94,-17,0,8.883961869216435e-05
95,-16,0,0.0006167598952141996
96,-15,0,0.0035035246744629478
97,-14,0,0.016569483098102467
98,-13,0,0.06594435463244927
99,-12,0,0.22237495883788932
100,-11,0,0.6389424077933062
101,-10,0,1.572670328706761
102,-9,0,3.3348968146526246
103,-8,0,6.132219785158798
104,-7,0,9.85396826476696
105,-6,0,13.96883399633054
106,-5,0,17.67309495470458
107,-4,0,20.24587986162556
0,-3,2,21.379942599221483
1,-2,3,21.270941436411288
2,-1,10,20.44566412034363
3,0,10,19.483196728042998
4,1,19,18.794261365531856
5,2,17,18.52834550380947
6,3,19,18.605455684130476
7,4,23,18.840481666827632
8,5,15,19.08696540578207
9,6,18,19.30991042283651
10,7,16,19.561450088937153
11,8,19,19.904539581995387
12,9,22,20.335108675812368
13,10,18,20.738765792611808
14,11,21,20.918773647506985
15,12,20,20.705296173298017
16,13,17,20.08802394967128
17,14,21,19.27071353637336
18,15,13,18.595768815365815
19,16,21,18.392504965543196
20,17,30,18.838758409008243
21,18,17,19.87040547561801
22,19,19,21.153468791866786
23,20,25,22.174131972266007
24,21,20,22.461503134542863
25,22,13,21.819755317730408
26,23,15,20.40298424104897
27,24,19,18.60155004264938
28,25,21,16.85425386680207
29,26,24,15.506393329013514
30,27,25,14.750513507906847
31,28,22,14.622498913692054
32,29,21,15.012905068079577
33,30,18,15.680002454238515
34,31,19,16.293866698331897
35,32,18,16.54794181553827
36,33,13,16.305481755954155
37,34,14,15.671545626554634
38,35,14,14.917250047014917
39,36,13,14.314731680131532
40,37,22,14.014130478816574
41,38,19,14.025609563241742
42,39,15,14.258987680016986
43,40,15,14.56073956787816
44,41,14,14.750550107312755
45,42,18,14.66930607480196
46,43,11,14.21069329136606
47,44,10,13.32414226822855
48,45,20,12.025674700111384
49,46,15,10.427804743321579
50,47,13,8.731454723815343
51,48,10,7.14598979454529
52,49,18,5.802485143298765
53,50,14,4.740613475314939
54,51,18,3.9578162131659207
55,52,8,3.4529207571890344
56,53,7,3.2328497167120904
57,54,12,3.2997838856905517
58,55,5,3.638099663200543
59,56,8,4.200243322518481
60,57,5,4.8888302298153885
61,58,4,5.550861573705112
62,59,5,6.006318230305468
63,60,3,6.106981251066454
64,61,1,5.794978923079562
65,62,7,5.135654986751446
66,63,3,4.308449548976585
67,64,6,3.5422760226092986
68,65,2,3.015127589523129
69,66,8,2.7798754828043846
70,67,8,2.762840170239158
71,68,8,2.823365279307738
72,69,4,2.8283547408090133
73,70,1,2.7002752244858743
74,71,1,2.4239106713791108
75,72,5,2.0299452319223272
76,73,4,1.5786636781992909
77,74,2,1.1430476419008657
78,75,3,0.7851583108920153
79,76,3,0.5386580387623245
80,77,3,0.4101610069099923
81,78,2,0.3908062926337873
82,79,3,0.461075291554015
83,80,2,0.5838868696609707
108,81,0,0.6990420131118865
84,82,2,0.7390736327519827
109,83,0,0.6667217761511732
110,84,0,0.5024484340894056
111,85,0,0.3106972339813367
85,86,1,0.15453332567777808
112,87,0,0.06026273740054582
86,88,1,0.017791759634141965
87,89,2,0.0037813784857561473
88,90,1,0.0005354447059384513
113,91,0,4.426662594128299e-05
114,92,0,1.627700335086398e-06
115,93,0,1.0584601800422715e-08
