times,counts
-3,1
-2,5
-1,5
0,4
1,10
2,15
3,14
4,13
5,15
6,14
7,14
8,9
9,13
10,14
11,11
12,12
13,8
14,11
15,10
16,11
17,14
18,12
19,15
20,12
21,25
22,13
23,17
24,23
25,25
26,15
27,14
28,18
29,22
30,14
31,21
32,23
33,13
34,20
35,13
36,21
37,12
38,8
39,11
40,17
41,11
42,9
43,12
44,14
45,7
46,19
47,9
48,14
49,8
50,9
51,19
52,5
53,10
54,6
55,6
56,9
57,7
58,11
59,8
60,7
61,11
62,12
63,2
64,9
65,11
66,7
67,7
68,7
69,5
70,5
71,7
72,5
73,3
74,2
75,2
76,3
77,4
79,1
80,2
81,2
83,1
84,4
86,3
87,6
91,3
92,1
93,4
94,3
95,2
96,2
97,2
98,3
99,3
103,1
