times,counts
0,10
1,16
2,24
3,25
4,12
5,22
6,21
7,14
8,23
9,13
10,19
11,15
12,12
13,20
14,19
15,15
16,17
17,14
18,21
19,19
20,23
21,9
22,30
23,25
24,26
25,22
26,22
27,21
28,25
29,35
30,27
31,27
32,31
33,26
34,30
35,37
36,27
37,43
38,36
39,30
40,23
41,31
42,23
43,22
44,37
45,30
46,19
47,32
48,36
49,29
50,30
51,36
52,27
53,41
54,43
55,45
56,43
57,37
58,43
59,45
60,39
61,45
62,39
63,33
64,35
65,41
66,49
67,51
68,41
69,33
70,34
71,38
72,43
73,44
74,43
75,38
76,41
77,36
78,38
79,40
80,34
81,40
82,49
83,53
84,44
85,44
86,48
87,34
88,38
89,41
90,45
91,47
92,43
93,51
94,46
95,41
96,43
97,35
98,49
99,51
100,32
