times,counts
-3,2
-2,3
-1,11
0,8
1,6
2,13
3,13
4,11
5,8
6,9
7,10
8,15
9,10
10,15
11,11
12,16
13,13
14,14
15,19
16,16
17,18
18,22
19,15
20,14
21,22
22,16
23,15
24,26
25,14
26,15
27,19
28,9
29,12
30,16
31,16
32,19
33,11
34,10
35,11
36,9
37,9
38,13
39,6
40,8
41,12
42,12
43,6
44,5
45,8
46,8
47,4
48,10
49,4
50,5
51,2
52,3
53,2
54,7
55,6
56,1
57,1
58,2
59,2
60,5
61,2
62,3
63,2
64,4
66,5
67,6
69,6
70,2
71,3
72,5
73,1
74,2
76,2
77,1
78,6
79,2
80,3
81,1
82,1
83,1
84,3
85,4
87,1
88,4
89,1
90,1
91,1
93,3
94,1
95,1
98,2
102,1
104,1
