times,counts
0,16
1,21
2,18
3,12
4,9
5,13
6,13
7,19
8,23
9,8
10,10
11,11
12,10
13,19
14,12
15,14
16,22
17,12
18,16
19,19
20,11
21,13
22,12
23,15
24,8
25,14
26,8
27,6
28,13
29,6
30,9
31,7
32,8
33,4
34,9
35,7
36,7
37,8
38,4
39,8
40,9
41,3
42,8
43,6
44,4
45,2
46,3
47,10
48,6
49,8
50,12
51,11
52,9
53,6
54,10
55,4
56,5
57,7
58,7
59,9
60,7
61,8
62,3
63,7
64,6
65,3
66,8
67,6
68,7
69,3
70,5
71,4
72,4
73,7
74,2
75,4
76,6
77,5
78,6
79,5
80,1
81,2
82,3
83,4
84,5
85,2
86,4
87,1
88,3
89,1
90,4
91,4
92,3
93,3
95,1
96,1
98,1
