times,counts
0,13
1,12
2,21
3,13
4,11
5,19
6,13
7,14
8,15
9,12
10,14
11,14
12,13
13,24
14,25
15,16
16,20
17,24
18,33
19,27
20,19
21,19
22,29
23,23
24,25
25,27
26,22
27,21
28,22
29,21
30,20
31,19
32,24
33,26
34,25
35,16
36,21
37,16
38,15
39,21
40,28
41,26
42,18
43,19
44,25
45,27
46,17
47,14
48,11
49,13
50,15
51,13
52,21
53,16
54,13
55,18
56,22
57,21
58,18
59,25
60,23
61,19
62,15
63,21
64,17
65,15
66,17
67,23
68,24
69,15
70,21
71,20
72,24
73,13
74,18
75,12
76,19
77,16
78,15
79,19
80,15
81,9
82,21
83,22
84,10
85,17
86,24
87,17
88,11
89,13
90,8
91,11
92,6
93,8
94,3
95,4
96,5
97,4
98,4
99,3
100,4
