times,counts
0,15
1,15
2,14
3,19
4,17
5,17
6,22
7,20
8,13
9,27
10,25
11,19
12,28
13,21
14,23
15,33
16,31
17,23
18,30
19,29
20,33
21,28
22,29
23,34
24,23
25,31
26,30
27,36
28,24
29,41
30,41
31,27
32,36
33,31
34,33
35,38
36,35
37,47
38,40
39,45
40,36
41,44
42,43
43,39
44,41
45,34
46,41
47,45
48,46
49,48
50,43
51,43
52,48
53,54
54,56
55,50
56,47
57,53
58,44
59,43
60,48
61,45
62,49
63,43
64,45
65,40
66,52
67,48
68,45
69,57
70,55
71,52
72,45
73,55
74,53
75,57
76,44
77,57
78,44
79,46
80,56
81,64
82,50
83,45
84,61
85,53
86,52
87,55
88,53
89,57
90,62
91,65
92,69
93,64
94,59
95,57
96,65
97,63
98,57
99,59
100,46
