times,counts
0,23
1,13
2,24
3,24
4,19
5,17
6,21
7,20
8,30
9,37
10,29
11,27
12,19
13,34
14,34
15,29
16,21
17,32
18,31
19,31
20,27
21,37
22,37
23,31
24,41
25,39
26,29
27,37
28,31
29,31
30,38
31,32
32,35
33,34
34,29
35,38
36,40
37,35
38,34
39,42
40,38
41,30
42,47
43,35
44,36
45,41
46,37
47,32
48,42
49,39
50,42
51,42
52,47
53,41
54,45
55,48
56,44
57,43
58,40
59,47
60,39
61,50
62,53
63,52
64,46
65,47
66,54
67,45
68,51
69,56
70,55
71,46
72,51
73,46
74,44
75,49
76,55
77,56
78,56
79,56
80,54
81,53
82,56
83,61
84,64
85,69
86,55
87,63
88,70
89,66
90,75
91,71
92,71
93,70
94,70
95,68
96,71
97,60
98,83
99,80
100,73
