times,counts
0,13
1,14
2,16
3,20
4,13
5,18
6,14
7,13
8,16
9,22
10,22
11,20
12,26
13,22
14,27
15,24
16,31
17,24
18,16
19,21
20,23
21,21
22,18
23,27
24,23
25,22
26,34
27,28
28,18
29,38
30,30
31,31
32,30
33,35
34,29
35,35
36,38
37,42
38,40
39,39
40,39
41,45
42,42
43,46
44,45
45,41
46,50
47,52
48,38
49,43
50,52
51,51
52,43
53,49
54,40
55,40
56,47
57,49
58,53
59,47
60,52
61,43
62,35
63,40
64,48
65,42
66,43
67,49
68,45
69,39
70,42
71,49
72,45
73,50
74,53
75,41
76,38
77,39
78,39
79,42
80,42
81,45
82,38
83,34
84,35
85,29
86,40
87,34
88,28
89,31
90,21
91,28
92,29
93,25
94,26
95,30
96,21
97,32
98,16
99,16
100,25
