times,counts
0,16
1,19
2,13
3,15
4,16
5,11
6,12
7,19
8,11
9,18
10,12
11,16
12,15
13,13
14,18
15,18
16,20
17,27
18,22
19,20
20,27
21,30
22,26
23,19
24,30
25,28
26,33
27,9
28,27
29,30
30,23
31,24
32,26
33,27
34,33
35,27
36,35
37,38
38,26
39,26
40,31
41,25
42,20
43,28
44,26
45,32
46,42
47,38
48,38
49,34
50,38
51,32
52,39
53,40
54,42
55,42
56,32
57,38
58,43
59,44
60,29
61,39
62,47
63,40
64,44
65,36
66,35
67,39
68,43
69,49
70,47
71,46
72,30
73,40
74,48
75,39
76,47
77,42
78,40
79,46
80,50
81,44
82,47
83,50
84,49
85,41
86,48
87,52
88,42
89,38
90,45
91,35
92,31
93,50
94,49
95,53
96,62
97,48
98,49
99,42
100,39
