times,counts
0,21
1,22
2,12
3,23
4,16
5,21
6,25
7,19
8,27
9,25
10,22
11,15
12,23
13,17
14,34
15,28
16,19
17,32
18,31
19,32
20,33
21,38
22,35
23,41
24,37
25,27
26,34
27,52
28,39
29,34
30,26
31,34
32,47
33,39
34,44
35,38
36,37
37,38
38,52
39,55
40,48
41,50
42,60
43,43
44,50
45,47
46,45
47,48
48,48
49,54
50,49
51,58
52,51
53,53
54,48
55,46
56,61
57,58
58,51
59,50
60,68
61,57
62,52
63,57
64,51
65,62
66,62
67,57
68,55
69,47
70,49
71,51
72,62
73,57
74,52
75,57
76,52
77,58
78,60
79,51
80,50
81,55
82,53
83,48
84,50
85,59
86,51
87,47
88,58
89,62
90,55
91,65
92,69
93,50
94,51
95,47
96,38
97,52
98,51
99,58
100,61
