times,counts
-3,1
-2,6
-1,7
0,12
1,11
2,25
3,16
4,14
5,25
6,25
7,24
8,24
9,27
10,28
11,31
12,34
13,25
14,20
15,28
16,25
17,27
18,29
19,28
20,30
21,39
22,28
23,28
24,33
25,29
26,32
27,25
28,24
29,33
30,33
31,31
32,28
33,22
34,18
35,23
36,28
37,26
38,30
39,25
40,29
41,27
42,17
43,25
44,31
45,23
46,31
47,27
48,32
49,35
50,21
51,37
52,30
53,26
54,33
55,33
56,27
57,35
58,24
59,22
60,22
61,25
62,30
63,31
64,37
65,24
66,23
67,31
68,24
69,25
70,24
71,26
72,24
73,34
74,23
75,23
76,33
77,24
78,23
79,36
80,29
81,34
82,28
83,26
84,26
85,20
86,37
87,29
88,27
89,27
90,33
91,25
92,34
93,29
94,34
95,28
96,31
97,36
98,37
99,25
100,13
101,6
102,6
103,5
104,4
106,1
